//X,Y,Z,R,G,B,Scalar field,Scalar field #2,Scalar field #3,Scalar field #4,Scalar field #5,Scalar field #6,Scalar field #7,(SF#6) - (SF#4)
1900.15246582,21209.64453125,38.83641815,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.02099609,21209.54101562,38.92157364,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.72888184,21209.80468750,39.30255890,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.74499512,21209.52148438,39.17954636,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.70300293,21210.18164062,39.17629623,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.69836426,21210.17968750,39.43701553,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.40600586,21210.04101562,38.68051529,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.17785645,21209.78906250,38.82006454,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.71276855,21210.04101562,39.17638016,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.19189453,21209.55273438,38.81673050,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.90148926,21210.14843750,38.98576355,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.74414062,21209.52148438,39.31153107,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.47595215,21210.37890625,38.53223038,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.99267578,21210.06054688,38.92704773,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.10998535,21210.21093750,38.84827423,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.99523926,21209.82226562,38.93191147,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.42773438,21209.51953125,38.67979431,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.73779297,21209.61523438,39.33868790,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.41296387,21210.08789062,38.67376709,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.87194824,21209.62500000,39.02123260,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.72131348,21209.89843750,39.33808899,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.87011719,21210.19335938,39.00173569,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.24877930,21209.55468750,38.78189468,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.37316895,21209.89648438,38.70317841,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.72814941,21209.80468750,39.32569122,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.29882812,21210.12890625,38.73851395,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.86877441,21210.14648438,39.00557327,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.92614746,21209.53320312,38.98716736,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.49890137,21209.57226562,38.64031601,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.86999512,21209.53125000,39.02212143,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.23193359,21209.74414062,38.78794861,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.24731445,21209.88671875,38.77610779,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.77050781,21209.61914062,39.09091187,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.90270996,21210.38671875,38.96715927,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.80395508,21210.04687500,39.05465698,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.47009277,21210.47265625,38.52357864,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.71362305,21209.99414062,39.21172714,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.73461914,21209.75781250,39.15298843,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.99865723,21209.87109375,38.92881012,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.74389648,21209.56835938,39.15878296,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.04992676,21210.15820312,38.88827133,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.84814453,21209.62304688,39.03675842,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.24560547,21210.45703125,38.75766754,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.37280273,21209.65820312,38.70664597,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.11840820,21209.92578125,38.85135651,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.47729492,21210.33007812,38.52828217,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.68920898,21210.46484375,39.20516586,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.10961914,21210.40039062,38.84201813,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.72119141,21209.89843750,39.40690231,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.73986816,21209.61523438,39.20762634,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.99926758,21210.29687500,38.91012955,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.01464844,21210.06250000,38.91263580,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.49267578,21210.18945312,38.61458969,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.83911133,21209.76562500,39.03592300,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.78588867,21210.47265625,39.03836441,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.99645996,21209.63281250,38.93381882,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.41845703,21210.32617188,38.66028214,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.73718262,21209.71093750,39.15843201,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.42443848,21209.70898438,38.67741013,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.22680664,21210.02929688,38.78603745,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.08593750,21210.16015625,38.86497879,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.03259277,21209.58789062,38.91393280,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.11877441,21210.06835938,38.84812546,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.32263184,21210.27148438,38.71763992,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.14001465,21209.88085938,38.84113312,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.79968262,21209.81054688,39.06604767,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.26782227,21210.41015625,38.74853897,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.87207031,21210.38281250,38.98735428,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.92443848,21209.77148438,38.97884369,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.32629395,21210.32031250,38.71614456,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.69189453,21210.37109375,39.15728378,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.13305664,21209.92773438,38.84250641,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.74438477,21209.52148438,39.40327072,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1900.22839355,21209.93359375,38.78639984,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
1899.70922852,21210.08789062,39.15520477,155,222,67,935092.000000,0.425000,0.544000,0.031000,1.606000,1.873000,2.166000,0.560000
