//X,Y,Z,R,G,B,Scalar field,Scalar field #2,Scalar field #3,Scalar field #4,Scalar field #5,Scalar field #6,Scalar field #7,(SF#6) - (SF#4)
1901.73583984,21164.03906250,52.65571594,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.85046387,21164.20703125,53.14658737,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.98437500,21164.18554688,53.42398834,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.75231934,21164.29882812,52.54167557,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.96228027,21164.18359375,53.39623260,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.70129395,21163.93945312,52.82310867,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.92126465,21164.15820312,53.17038345,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.47961426,21163.81054688,52.93004227,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.97583008,21163.62890625,52.51963806,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.20898438,21163.90429688,53.03693390,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.32202148,21163.92968750,53.00159836,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.98303223,21164.23828125,53.46274567,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.86389160,21164.23632812,53.16611862,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.83288574,21163.94531250,53.33048248,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.67468262,21163.52734375,53.39552689,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.72546387,21163.58789062,52.96343613,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.91528320,21164.29687500,53.21095657,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.72131348,21164.15625000,52.53084564,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.74841309,21163.92578125,52.80051804,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.19738770,21164.06640625,52.94679642,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.84179688,21163.74414062,53.13750458,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.94458008,21164.07031250,52.96133423,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.12426758,21163.52734375,53.48159790,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.29455566,21164.07421875,52.91382599,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.23059082,21164.06835938,52.93516541,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.96923828,21164.39843750,53.27770615,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.03466797,21163.96093750,53.07055283,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.70983887,21163.92382812,52.57218170,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.49108887,21163.97460938,52.94254303,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.79882812,21164.10156250,53.06073380,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.73059082,21164.05859375,52.71762848,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.29040527,21163.89257812,53.00771332,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.74108887,21163.94335938,52.79217529,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.77429199,21164.10156250,52.95611954,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.63354492,21163.88281250,52.52117538,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.34008789,21163.87890625,52.99089813,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.85961914,21164.12890625,53.20867538,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.93469238,21164.15820312,53.32192993,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.86767578,21163.72460938,53.18853760,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.73278809,21163.61523438,52.80707550,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.79577637,21164.50000000,52.84375000,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.78710938,21164.07812500,53.13156128,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.47290039,21163.95703125,52.94220734,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.82910156,21163.98046875,53.28401566,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.03125000,21164.22265625,53.04538345,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.86901855,21163.84765625,53.45934296,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.82592773,21163.99804688,53.25907135,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.44470215,21163.95507812,52.93814087,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.13159180,21163.91601562,53.05178070,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.83142090,21163.78710938,53.08281708,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.84631348,21163.89453125,53.39003754,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.88085938,21164.15625000,53.20072556,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.96972656,21164.16406250,53.11211395,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.99597168,21163.97656250,53.06828690,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.68920898,21164.24804688,53.48025131,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.09948730,21163.52539062,53.46189117,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.73937988,21164.07812500,52.82838058,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.62365723,21163.83007812,52.83900452,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.91528320,21164.00781250,53.07471848,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.00476074,21164.18554688,53.45925140,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.40441895,21163.98632812,52.91033936,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.97131348,21164.15820312,53.39852142,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.70996094,21164.01757812,52.51244736,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.78601074,21164.10156250,53.00748444,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.73266602,21164.26562500,52.63593674,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.92517090,21164.33007812,53.22949219,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.48620605,21163.51562500,52.89813232,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.80310059,21163.80468750,52.58910751,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.78417969,21164.12500000,53.06956863,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.47521973,21163.85156250,52.93703079,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.68994141,21163.90234375,52.82924652,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.83703613,21163.92773438,53.34684753,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.94128418,21164.18359375,53.36797714,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.01147461,21164.11914062,52.95351410,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.87951660,21163.83007812,53.48444366,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.82141113,21163.78515625,52.58665848,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.37487793,21163.71093750,52.88068771,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.42224121,21163.90234375,52.95410919,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.11840820,21163.93164062,53.05924988,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.70483398,21163.94140625,52.56034470,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.74487305,21164.23828125,52.54693604,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.95983887,21164.36328125,53.25990295,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.37817383,21163.82421875,52.93215561,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.77661133,21163.85742188,52.95526505,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.82568359,21164.10351562,53.16084671,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.81835938,21164.12695312,53.15111160,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.87707520,21163.70312500,53.21016312,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.83471680,21164.06250000,52.93350220,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.74145508,21164.15625000,52.55517197,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.61999512,21163.63671875,53.25550461,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.74511719,21164.01953125,52.58022690,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.75463867,21164.39257812,52.74930573,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.74914551,21164.10156250,52.94047165,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.87670898,21164.02343750,53.06851959,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.63110352,21163.60742188,52.75937653,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.83984375,21164.12695312,53.18020248,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.77331543,21163.83984375,52.57765198,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.26147461,21164.07031250,52.92565155,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.74816895,21164.35937500,52.72225952,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.75537109,21163.85742188,52.58535385,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.35229492,21163.70898438,52.86153412,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.84094238,21163.91015625,53.37178040,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.76940918,21163.87500000,52.93232346,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.72180176,21164.10546875,52.50642014,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.72033691,21164.00000000,52.51556778,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.20605469,21164.04687500,52.95483780,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.44006348,21163.91992188,52.94283676,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.95385742,21164.15820312,53.35411453,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.25646973,21163.89062500,53.02086258,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.84594727,21164.10351562,53.19320297,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.36437988,21163.86328125,52.96546555,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.79711914,21164.15234375,53.09138107,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.83666992,21163.76367188,52.58394241,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.79211426,21163.82421875,53.00566483,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.84033203,21164.04101562,53.05093765,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.88940430,21164.13085938,53.21173096,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.64392090,21163.63476562,52.75630188,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.14953613,21164.34765625,53.08140182,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1901.95312500,21163.65429688,52.53710556,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
1902.29455566,21164.07421875,52.91382599,9,103,199,918571.000000,0.107000,0.230000,0.663000,2.556000,1.000000,2.008000,-0.548000
