//X,Y,Z,gid,one_d,two_d,three_d,cov_to_i,theoretical_i,multiscale_fused,th_confidence
1900.31005859,21217.23437500,37.73867798,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.67529297,21216.62109375,38.28188705,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.43432617,21216.61718750,37.73267365,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.93115234,21216.72656250,37.76935196,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.30517578,21216.99414062,37.72720337,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63330078,21217.33984375,38.27866364,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.68457031,21217.33984375,37.78510666,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.18200684,21216.50585938,37.75141525,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.17932129,21217.12890625,37.74816895,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.79235840,21216.71875000,37.78808975,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.06042480,21217.21875000,37.75426483,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63464355,21217.34179688,38.40890884,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66455078,21216.71679688,38.27653122,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.59460449,21217.33593750,38.03503418,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.54809570,21216.51171875,37.79152298,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.93432617,21216.87304688,37.76937866,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.93383789,21217.35546875,37.76408768,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.68054199,21216.62500000,38.49861908,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.64123535,21217.09570312,37.90139008,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.81628418,21216.86523438,37.78389740,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.43713379,21217.38867188,37.71932220,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.81726074,21216.62500000,37.78552246,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66088867,21216.76171875,38.03134918,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.43554688,21217.00195312,37.72888947,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.18103027,21216.83984375,37.75012589,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63720703,21217.24023438,37.89772797,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.64611816,21217.00000000,37.85280609,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.62744141,21216.85937500,38.27677155,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63708496,21217.00390625,38.27945328,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.44714355,21217.09960938,37.72570038,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.18408203,21217.22656250,37.74730301,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.65563965,21216.85742188,37.90197372,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66687012,21216.71875000,38.41655731,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.62866211,21217.09765625,38.15908813,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.81713867,21217.34765625,37.77825546,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66528320,21216.75976562,37.91789246,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.18212891,21216.98632812,37.74965286,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.31066895,21217.37890625,37.72998428,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.65173340,21217.10351562,38.49462891,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.64062500,21217.00781250,38.49597549,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.17663574,21216.59960938,37.74278641,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63037109,21216.86132812,38.40946579,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.06091309,21217.12109375,37.75019073,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.31152344,21216.51367188,37.74347687,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.67272949,21216.61914062,38.16321564,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.62622070,21216.85546875,38.02763367,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63647461,21217.34179688,38.49370575,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.78173828,21216.86328125,37.78682709,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.67272949,21216.61718750,38.02315521,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.57031250,21217.33203125,37.79064941,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66870117,21216.72070312,38.49319458,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.43847656,21216.75976562,37.72890472,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.81481934,21217.25195312,37.78381348,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.60180664,21217.24023438,38.02838135,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.31274414,21216.75195312,37.73272324,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66882324,21216.61718750,37.91342545,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.42602539,21217.24218750,37.72637177,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.62890625,21217.33593750,37.90397644,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.61035156,21217.09570312,38.02558517,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.78125000,21217.10351562,37.78734207,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.93041992,21216.63085938,37.77650452,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.64819336,21217.10156250,38.40889740,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63427734,21217.00195312,38.16106796,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.78100586,21217.24804688,37.78694153,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.31286621,21217.08984375,37.73965454,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.92333984,21217.25781250,37.76234818,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.30566406,21216.60937500,37.73450089,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.03625488,21216.87890625,37.75599289,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.61437988,21217.33789062,38.15968704,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.81518555,21217.10546875,37.78409195,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.62524414,21216.85742188,38.15796280,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63842773,21217.00585938,38.41059113,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.31469727,21216.84960938,37.73758698,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.06115723,21216.97851562,37.76034546,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.57263184,21216.51367188,37.79888916,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.81335449,21216.72070312,37.78457260,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.79431152,21216.62304688,37.78750992,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.56530762,21216.56054688,37.80115128,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.93212891,21217.11328125,37.75911331,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.06127930,21217.36328125,37.75490189,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63745117,21217.24414062,38.27980042,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.18225098,21217.37109375,37.74589920,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.67712402,21216.62304688,38.41315460,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.77197266,21217.00781250,37.78723145,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.65844727,21216.76171875,38.12333679,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.21557617,21216.74609375,37.74974442,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.78186035,21216.62109375,37.78798676,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.67053223,21216.75976562,37.88196564,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.28369141,21217.28125000,37.73940277,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66467285,21216.80859375,37.86322403,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.84008789,21217.34960938,37.77692032,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.33850098,21216.89843750,37.73737335,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.76379395,21216.91015625,37.78842926,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.59106445,21217.18750000,37.79746628,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66137695,21216.71289062,38.00717545,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.27734375,21216.70117188,37.74204254,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.62414551,21216.90625000,38.13433838,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.39843750,21216.85351562,37.72095108,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.64013672,21217.14648438,38.19053268,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66430664,21216.71289062,37.98039627,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.64208984,21216.95898438,38.49998856,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.02770996,21216.78125000,37.76700211,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.67968750,21216.62500000,38.43136978,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.65747070,21216.90625000,37.93823624,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.92102051,21217.35351562,37.76339722,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63305664,21216.81445312,38.49122238,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.25512695,21217.23046875,37.73471832,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.33386230,21217.38085938,37.73332214,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66296387,21216.75976562,37.85649490,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.59667969,21217.33593750,38.06481934,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.83752441,21217.25195312,37.78223038,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.47814941,21217.14843750,37.71531296,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.84204102,21216.62500000,37.78527832,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.03430176,21216.63867188,37.76407623,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.64013672,21216.95703125,38.38052750,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.61108398,21217.09570312,38.00705719,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.65734863,21216.95117188,37.79348755,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.77661133,21216.71679688,37.78594208,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.47058105,21217.39062500,37.71466064,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.62707520,21216.90820312,38.37747955,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66979980,21216.61914062,38.05921936,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.07788086,21216.59375000,37.76456070,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.62622070,21216.85742188,38.18609619,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.02978516,21216.97656250,37.76279449,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.08728027,21216.97851562,37.75351715,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.90551758,21216.53515625,37.78070068,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.64233398,21217.14843750,38.25476837,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.99743652,21216.68359375,37.75905609,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.15051270,21217.32031250,37.73962402,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.40466309,21216.95117188,37.73039627,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.20922852,21217.13085938,37.74627304,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.62976074,21217.24023438,37.84258270,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.03442383,21217.21679688,37.75114822,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66210938,21217.14453125,37.79294205,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.95849609,21217.21093750,37.75554657,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66784668,21216.71875000,38.43393326,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.08532715,21216.88281250,37.75959015,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.95727539,21217.11523438,37.76042557,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.03833008,21216.92773438,37.76408386,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.83947754,21216.86718750,37.78209305,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.41027832,21217.24023438,37.72979736,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63830566,21217.14453125,37.87608337,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.65820312,21217.24023438,37.79290390,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.78771973,21216.81445312,37.78594971,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63635254,21217.24414062,38.31427765,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.64941406,21217.15039062,38.49848938,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66162109,21216.76367188,38.25264740,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.28198242,21217.08789062,37.73936081,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.70800781,21216.95507812,37.79166031,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.83312988,21217.20312500,37.78205109,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.65905762,21216.90429688,37.87985229,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.16137695,21216.64648438,37.75695038,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66394043,21216.71679688,38.31143951,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.58972168,21217.14062500,37.79979706,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63732910,21216.95507812,38.12940979,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.95520020,21216.53906250,37.76149750,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66223145,21216.71484375,38.17605591,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.40759277,21217.14453125,37.73181534,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.96203613,21216.63281250,37.77286530,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.40380859,21216.70898438,37.72707367,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.96362305,21216.58593750,37.76667023,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.21337891,21217.22851562,37.74501419,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63427734,21217.19335938,37.97761536,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.01403809,21216.63671875,37.75666809,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.61987305,21217.24218750,38.13402557,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.67236328,21216.66406250,37.94174957,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.71606445,21216.71289062,37.78947830,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.63720703,21217.00390625,38.30593109,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.32922363,21216.51562500,37.74078369,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.21582031,21217.08398438,37.73567963,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.15466309,21216.50390625,37.75654602,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.46765137,21216.95507812,37.72547150,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.90551758,21216.96679688,37.77748489,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1899.66369629,21216.71679688,38.30239487,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
1900.07604980,21217.36523438,37.74819946,924272.000000,0.507000,0.310000,0.183000,1.676000,2.233000,2.236000,1.065216
